,name_en,text,type
700,White Mask Varré dialog20,"A means for circumventing the draw of the Two Fingers. Give it a try, won't you? And if it please you, may we meet again. I've high hopes for you. My lambkin.",dialog
701,White Mask Varré dialog21,"You don't say. Well, what a relief that must be. You may go, then. My work here is done. May the wisdom of the Two Fingers guide you.",dialog
702,White Mask Varré dialog22,Oh? Is something wrong?,dialog
703,White Mask Varré dialog23,"Be sure to try that finger I gave you. There's no reason to dither. The Tarnished were spurned by grace, forsaken by the Two Fingers. And now they ask you to mend their crumbling world? Hah, your loyalties are misplaced with them.",dialog
704,White Mask Varré dialog24,Be sure to try that finger I gave you. I'm quite certain that you'll take to it.,dialog
705,White Mask Varré dialog25,"Oh, lambkin, so pleased you're here. I'm glad that you're enjoying my gift. Mmm, I knew it from the very start. You have a taste for noble blood. ... I wish to anoint you a proper inductee. A knight to serve Luminary Mohg, the Lord of Blood, and establish a new dynasty. Luminary Mohg has strength, vision, and of course, love. So, what do you say, my lambkin?",dialog
706,White Mask Varré dialog26,"Mm, yes, who would have it any other way? Now, take this. For your final trial. Soak the cloth with a maiden's blood. Normally, this ritual would involve killing one's own maiden, and recanting the wisdom of the Two Fingers. But since you are maidenless, the blood of anyone's maiden will do.",dialog
707,White Mask Varré dialog27,"Oh my, perhaps you misheard me. Nothing wrong with giving you a day or two. For your ears to clear out.",dialog
708,White Mask Varré dialog28,"Oh, it's you. Could you tell me once more? Your honest reply.",dialog
709,White Mask Varré dialog29,"Ahh, my lambkin. You've completed your final trial. And with this, you are a formal inductee. A knight who will assist Luminary Mohg, the Lord of Blood, in the establishment of a new dynasty. Now, give me your finger. This noble blood will be an immutable badge of honor, once it settles. Inside of you. Oh, good heavens. Clench your teeth, or something. Never forget that feeling of agony. For it is what binds you, to Luminary Mohg. To all of us. Ha ha ha...",dialog
710,White Mask Varré dialog30,You have the sweetest scream. My lambkin.,dialog
711,White Mask Varré dialog31,"Oh, another thing. You should have this.",dialog
712,White Mask Varré dialog32,A medal granted by the new Mohgwyn dynasty. With the power to grant audience with Luminary Mohg. I've gone out of my way to provide one to you. But you mustn't use it just yet. The meeting must wait until the Mohgwyn dynasty commences. Luminary Mohg yet slumbers beside the Divinity. We must endure a little longer.,dialog
713,White Mask Varré dialog33,"Ahh, it is trying, but we must be patient. One day, you will be elevated, deservedly, basking in love. Right, my lambkin? Ha ha ha...",dialog
714,White Mask Varré dialog34,"The cloth is your final trial. Soak it with the blood of a maiden. The blood of anyone's maiden will do. You are maidenless, after all.",dialog
715,White Mask Varré dialog35,"What business does a maidenless wretch like you have here? Did you come seeking violence, upon learning my esteemed position under Luminary Mohg? I'll take pleasure in ensuring you regret this. Before you die in obscurity.",dialog
716,White Mask Varré dialog36,"You seek violence, heedless of my warning, though you have been raised to a knight of the dynasty? I am pained, to the very depths of my being. I'll ensure you regret this, my lambkin. Enjoy your miserable death.",dialog
717,White Mask Varré dialog37,How dare you trouble Luminary Mohg's passions. You vulgar churl.,dialog
718,White Mask Varré dialog38,I made a grave error.,dialog
719,White Mask Varré dialog39,Why must I be... Disgraced by this lowborn...,dialog
720,White Mask Varré dialog40,O...Luminary...Mohg... Please grant...the strength...you promised... I have given...everything... Please...my lord...,dialog
721,White Mask Varré dialog41,"Please, answer me...Luminary...Mohg. ... A-ahh... Bless the Mohgwyn Dynasty, with love! <groan> ...",dialog
722,White Mask Varré dialog42,Oh?,dialog
723,White Mask Varré dialog43,Do you even comprehend? The gravity of this choice.,dialog
724,White Mask Varré dialog44,"Very well. If you mistake kindness for frailty of heart, then perhaps a more physical lesson is in order!",dialog
725,White Mask Varré dialog45,"You disappoint me. Perhaps noble blood is too rich for the maidenless. Well, no sense in sparing your life now.",dialog
726,White Mask Varré dialog46,"You were a maidenless upstart to begin with. You will die nameless, without ceremony.",dialog
727,White Mask Varré dialog47,"Oh dear, a pity it's come to this, my lambkin. How does it feel to die a failure? Materials of quality are so hard to find, these days...",dialog
728,White Mask Varré dialog48,You maidenless runt... Who do you think I am? <groan>,dialog
729,White Mask Varré dialog49,"Luminary Mohg... Bless the Mohgwyn Dynasty, with love! <groan>",dialog
730,White Mask Varré dialog50,,dialog
731,Gatekeeper Gostoc dialog1,"You there. Come over here, would you?",dialog
732,Gatekeeper Gostoc dialog2,"You're Tarnished, aren't you? I would advise against taking the main gate into the castle. It's tightly guarded by hardened old hands. Try the opening right here. The guards don't know about it. You'll breach the castle undetected.",dialog
733,Gatekeeper Gostoc dialog3,"Yes, that's the spirit. ...You're just the kind of Tarnished that I like. I pray for your success.",dialog
734,Gatekeeper Gostoc dialog4,"Fair enough, you certainly don't have to trust me. Well, If you must go through the gates, I'll signal them to open. But of course, I'd advise against it.",dialog
735,Gatekeeper Gostoc dialog5,Use that opening to breach the castle. The guards haven't a clue about it. You'll slip right inside undetected.,dialog
736,Gatekeeper Gostoc dialog6,"Of course. I understand. When you approach the gates, I'll signal them to open. It's only your neck on the line, after all.",dialog
737,Gatekeeper Gostoc dialog7,The gates! Open the gates!,dialog
738,Gatekeeper Gostoc dialog8,...You're just the kind of Tarnished that I like. I pray for your success.,dialog
739,Gatekeeper Gostoc dialog9,"The gates are open. Do as you like. It's only your neck on the line, after all.",dialog
740,Gatekeeper Gostoc dialog10,"Oh, oh, you... Oh, great, I'm glad you're here. Just a small reward, I was saving it for you. Please, it's all yours.",dialog
741,Gatekeeper Gostoc dialog11,"Good, now let's be on our way, shall we? Wouldn't want the guards to spot you.",dialog
742,Gatekeeper Gostoc dialog12,"Hop along, will you? What'll happen if the guards catch you strutting about?",dialog
743,Gatekeeper Gostoc dialog13,"Rubbish... Another one...another one all skin and bones. ...Worse than a petty squire... ...Ahh, not a muscle on this one either...",dialog
744,Gatekeeper Gostoc dialog14,"Oh, you... For god's sake, don't scare me like that! ... What, oh, just clearing out some corpses. Can't just leave them about, you know, they'll start to pong, eh.",dialog
745,Gatekeeper Gostoc dialog15,"Oh, hello. No, don't you mind me for a minute. It's my job to keep the grounds clean.",dialog
746,Gatekeeper Gostoc dialog16,,dialog
747,Gatekeeper Gostoc dialog17,"Oh, hello... Glad to see you safe. I've come into some fine goods. Only, it turns out I can't use a one of them. Perhaps you'd like to take them off my hands?",dialog
748,Gatekeeper Gostoc dialog18,"Oh, hello, anything you'd care to purchase?",dialog
749,Gatekeeper Gostoc dialog19,Fare thee well. I pray for your success.,dialog
750,Gatekeeper Gostoc dialog20,"What a pathetic excuse for a Lord you were. Craven to the bone. Pushing me about like that. And after all that grafting? Where did that get you? Look down, on me, would you? Godrick? You filthy slug. Feel it! Feel it! Feel my bloody wrath!",dialog
751,Gatekeeper Gostoc dialog21,"Oh...hello there. This weasel was... Godrick was always looking down on me. He got what he bloody deserved, thanks to you. I tell you though, what goes around comes around. He had an ugly heart, an uglier countenance, and met the ugliest of ends, eh. He he he he he...",dialog
752,Gatekeeper Gostoc dialog22,"Now, I suppose I'm free. I can do whatever takes my fancy... Can't I, mate?",dialog
753,Gatekeeper Gostoc dialog23,"You giving that to me? ... Well, I suppose I did save your life, in a way. I'll gladly take it off your hands. Be rude not to, eh! Mmm, you Tarnished are alright by me. The sweet ones like you, anyway.",dialog
754,Gatekeeper Gostoc dialog24,...,dialog
755,Gatekeeper Gostoc dialog25,"Ah, you, is it? Haven't seen your mug in quite some time. As you can see, I'm the new Lady's attendant. Freedom? Wasn't worth squat. B-besides, I like it 'round 'ere... Lady Nepheli's still fair of heart and countenance...",dialog
756,Gatekeeper Gostoc dialog26,"Still, I have the Lady's trust. ...So I can loot all the corpses I like. I'll let you take a look at the goods, if you fancy.",dialog
757,Gatekeeper Gostoc dialog27,"Ah, back again, are we? Curious one, you are. Well then, what are you after?",dialog
758,Gatekeeper Gostoc dialog28,Ouch!,dialog
759,Gatekeeper Gostoc dialog29,"Oi, what're you doing? Stop that!",dialog
760,Gatekeeper Gostoc dialog30,"Blast, what's it to you! Step back, you wretched Tarnished!",dialog
